customer_id,persona,age,gender,city,city_tier,occupation,monthly_income,household_size,loyalty_program_member,preferred_payment_method,app_engagement_score,price_sensitivity_score,impulsiveness_score,health_consciousness_score,discount_affinity_score,late_night_ordering_tendency,weekend_ordering_tendency,brand_loyalty_score,churn_risk_profile
CUST006266,Young Professionals,22,Male,Delhi,Metro,Teacher,95970,3,1,Wallet,9.09,5.89,8.04,5.42,4.43,6.54,3.34,9.65,1.28
CUST006267,Young Professionals,18,Female,Pune,Tier-1,Engineer,91795,4,0,COD,1.39,2.66,8.83,5.42,4.42,1.56,9.68,9.29,3.43
CUST006268,Families,50,Male,Nagpur,Tier-2,Manager,78236,1,0,Wallet,5.14,3.27,4.19,7.45,6.73,3.16,9.68,5.72,2.39
CUST006269,Health Conscious,25,Female,Pune,Tier-1,Teacher,174167,4,0,Card,1.73,7.43,2.2,9.35,4.02,9.53,5.5,8.34,4.47
CUST006270,Students,32,Male,Bengaluru,Metro,Engineer,16389,1,0,Card,6.87,9.76,7.62,5.36,7.0,9.21,7.85,9.82,4.36
CUST006271,Health Conscious,39,Male,Nagpur,Tier-2,Designer,164141,3,0,UPI,7.57,7.11,3.85,8.22,4.41,3.84,9.49,9.99,6.44
CUST006272,Health Conscious,20,Other,Bengaluru,Metro,Teacher,107120,1,1,Wallet,4.77,6.56,3.82,9.6,4.77,9.7,5.3,3.03,3.76
CUST006273,Families,60,Male,Hyderabad,Metro,Doctor,105813,4,1,Card,2.72,1.36,3.4,5.32,7.65,4.38,6.91,1.11,6.87
CUST006274,Young Professionals,50,Male,Ahmedabad,Tier-1,Consultant,87463,2,0,UPI,1.15,7.17,7.87,8.34,4.0,5.36,5.51,5.78,6.08
CUST006275,Young Professionals,60,Other,Mumbai,Metro,Designer,136191,3,1,Wallet,4.21,5.94,7.83,6.14,5.46,9.7,1.92,3.81,8.09
CUST006276,Health Conscious,51,Other,Nagpur,Tier-2,Business,136755,4,0,Card,3.43,3.07,2.35,9.87,4.93,2.02,1.24,9.94,3.49
CUST006277,Health Conscious,28,Other,Indore,Tier-2,Business,72308,5,1,UPI,2.1,5.89,3.99,9.41,3.51,9.7,2.9,7.1,5.54
CUST006278,Health Conscious,44,Male,Delhi,Metro,Engineer,87431,5,1,Wallet,8.54,5.44,3.46,9.79,2.28,9.96,3.66,1.78,9.25
CUST006279,Families,60,Other,Hyderabad,Metro,Manager,68376,1,0,COD,7.37,9.08,3.73,7.48,5.51,7.52,1.11,7.14,7.88
CUST006280,Health Conscious,29,Male,Pune,Tier-1,Teacher,95224,1,1,Wallet,9.62,2.52,2.3,8.78,3.46,9.68,7.07,7.62,8.76
CUST006281,Students,56,Other,Mumbai,Metro,Manager,39954,3,1,UPI,5.16,4.75,8.4,3.82,7.47,3.26,9.25,7.64,4.39
CUST006282,Students,33,Other,Indore,Tier-2,Doctor,25575,2,0,UPI,3.18,1.45,7.25,3.17,9.85,7.45,9.69,4.32,1.92
CUST006283,Health Conscious,32,Other,Jaipur,Tier-1,Engineer,137966,6,0,Wallet,1.52,2.15,2.3,9.66,4.91,8.44,4.81,4.82,5.75
CUST006284,Health Conscious,37,Female,Jaipur,Tier-1,Manager,80273,6,1,COD,7.0,5.93,2.24,9.93,4.35,9.99,5.67,1.77,7.98
CUST006285,Families,31,Male,Mumbai,Metro,Student,44067,5,0,Wallet,7.7,3.21,3.16,7.66,6.75,5.47,4.31,9.75,2.92
CUST006286,Young Professionals,30,Female,Mumbai,Metro,Student,52459,5,1,COD,3.77,5.8,8.61,6.05,3.76,1.72,5.23,5.59,5.14
CUST006287,Families,54,Female,Hyderabad,Metro,Designer,66065,5,0,Card,5.03,1.67,4.37,6.44,7.59,7.2,4.53,6.83,4.26
CUST006288,Students,38,Other,Bengaluru,Metro,Engineer,18450,2,0,Card,8.56,3.74,6.7,4.56,8.81,5.99,3.94,7.11,4.77
CUST006289,Health Conscious,34,Male,Ahmedabad,Tier-1,Teacher,68386,2,1,Wallet,8.49,6.5,4.1,9.51,4.23,1.09,2.58,6.59,6.25
CUST006290,Families,27,Other,Lucknow,Tier-2,Doctor,57826,3,1,Card,9.33,7.35,4.02,6.96,6.0,4.57,8.73,8.99,9.21
CUST006291,Families,36,Male,Lucknow,Tier-2,Student,45632,6,0,Card,8.05,4.22,2.9,5.2,6.56,5.96,8.08,3.6,9.21
CUST006292,Students,45,Male,Delhi,Metro,Student,18950,5,0,UPI,1.5,7.62,6.86,3.99,7.07,4.99,1.71,9.4,9.09
CUST006293,Families,31,Other,Hyderabad,Metro,Consultant,110328,3,1,COD,6.37,2.14,3.48,5.97,6.08,9.08,2.23,1.35,2.7
CUST006294,Students,53,Male,Jaipur,Tier-1,Student,23674,6,0,COD,3.18,1.36,7.66,3.06,9.27,9.31,8.63,4.97,2.97
CUST006295,Health Conscious,24,Other,Nagpur,Tier-2,Student,164830,2,0,COD,7.54,8.01,3.68,9.15,2.68,9.88,5.13,7.2,9.43
CUST006296,Families,60,Male,Pune,Tier-1,Teacher,58081,3,1,COD,1.29,2.78,3.37,5.17,7.75,7.78,7.93,6.13,6.87
CUST006297,Health Conscious,28,Other,Bengaluru,Metro,Manager,146480,1,1,Card,7.83,2.69,2.79,9.5,3.1,9.07,8.64,1.61,4.46
CUST006298,Families,49,Male,Lucknow,Tier-2,Engineer,62661,1,1,COD,9.46,6.11,3.84,6.0,5.4,3.07,4.89,7.25,3.07
CUST006299,Families,20,Other,Mumbai,Metro,Designer,72968,5,1,COD,5.28,6.73,2.22,7.55,6.94,6.87,9.61,5.19,8.16
CUST006300,Young Professionals,31,Female,Jaipur,Tier-1,Engineer,126502,4,1,UPI,2.61,9.74,6.98,7.03,5.9,8.32,3.15,6.35,4.06
CUST006301,Students,31,Female,Indore,Tier-2,Doctor,37619,1,1,COD,5.49,9.78,5.29,5.94,8.0,5.02,5.53,6.89,2.13
CUST006302,Families,51,Other,Hyderabad,Metro,Student,86997,4,0,Card,8.03,9.84,2.23,6.48,5.03,9.43,8.2,1.98,7.05
CUST006303,Students,57,Female,Indore,Tier-2,Consultant,16624,5,0,COD,8.65,8.0,6.4,5.59,8.35,8.74,8.81,4.46,5.17
CUST006304,Young Professionals,39,Female,Delhi,Metro,Doctor,79177,2,1,Card,2.75,3.86,9.58,5.18,4.39,3.31,3.9,1.05,1.9
CUST006305,Students,25,Male,Jaipur,Tier-1,Doctor,18119,4,0,Card,1.02,4.93,5.42,6.04,7.89,3.03,3.35,4.15,7.17
CUST006306,Health Conscious,26,Male,Jaipur,Tier-1,Manager,147689,2,0,Wallet,7.32,1.27,2.19,8.48,2.34,9.94,9.85,5.74,6.3
CUST006307,Families,41,Female,Mumbai,Metro,Manager,57128,5,1,COD,4.93,1.8,2.96,6.93,5.7,3.8,2.07,3.07,2.08
CUST006308,Young Professionals,55,Other,Hyderabad,Metro,Manager,91626,2,1,UPI,4.35,4.1,8.83,7.43,5.18,7.86,3.98,6.93,7.05
CUST006309,Students,36,Male,Jaipur,Tier-1,Designer,21095,6,0,Card,1.21,8.12,8.98,6.5,10.0,7.34,9.82,1.96,1.34
CUST006310,Students,40,Male,Delhi,Metro,Manager,24053,6,1,UPI,2.65,5.66,7.85,3.87,7.82,4.07,3.44,7.8,3.22
CUST006311,Young Professionals,39,Female,Indore,Tier-2,Engineer,116338,4,1,UPI,7.13,6.63,7.23,6.15,2.89,2.2,9.5,3.54,5.93
CUST006312,Health Conscious,22,Female,Delhi,Metro,Manager,120747,6,1,UPI,7.83,1.81,3.04,8.37,3.4,5.44,7.3,7.87,1.48
CUST006313,Families,59,Other,Pune,Tier-1,Teacher,85979,1,1,COD,9.29,2.11,2.98,5.32,5.9,4.05,2.33,1.45,3.22
CUST006314,Young Professionals,25,Male,Pune,Tier-1,Doctor,50116,3,1,Wallet,2.42,2.24,7.4,7.86,4.21,5.42,7.54,9.9,8.67
CUST006315,Young Professionals,19,Female,Ahmedabad,Tier-1,Consultant,87229,5,1,Card,6.26,5.51,9.44,7.44,4.01,8.5,6.89,3.01,5.27
CUST006316,Young Professionals,38,Male,Hyderabad,Metro,Consultant,114999,4,0,Wallet,9.25,6.21,9.35,7.01,2.39,6.15,2.04,4.95,4.64
CUST006317,Health Conscious,48,Other,Hyderabad,Metro,Manager,154598,6,0,UPI,1.85,1.13,3.81,9.9,2.93,6.23,2.72,8.91,7.51
CUST006318,Families,35,Other,Bengaluru,Metro,Manager,71448,4,0,COD,6.35,6.67,4.03,5.78,6.24,6.93,7.17,7.55,6.35
CUST006319,Families,60,Female,Nagpur,Tier-2,Student,119071,3,0,UPI,6.42,1.45,3.04,6.27,5.89,3.09,3.32,8.81,6.57
CUST006320,Health Conscious,36,Female,Jaipur,Tier-1,Business,143404,6,1,Card,4.77,6.71,4.34,8.22,4.68,5.32,2.11,5.03,1.71
CUST006321,Young Professionals,35,Other,Delhi,Metro,Teacher,79569,6,1,Wallet,4.0,6.2,6.72,7.58,3.9,1.74,5.09,5.08,8.11
CUST006322,Health Conscious,51,Female,Jaipur,Tier-1,Engineer,121846,6,0,Card,2.01,9.55,3.13,8.14,4.97,7.19,2.97,9.7,3.76
CUST006323,Students,20,Female,Lucknow,Tier-2,Teacher,16849,6,1,COD,7.87,7.81,7.9,6.23,8.6,9.53,9.95,1.13,9.98
CUST006324,Families,33,Other,Jaipur,Tier-1,Manager,80783,1,0,Card,1.91,3.0,3.85,7.81,6.83,1.47,5.4,4.99,4.39
CUST006325,Young Professionals,18,Female,Hyderabad,Metro,Business,129535,4,0,UPI,2.97,6.93,8.8,7.3,4.67,6.99,7.61,1.53,2.31
CUST006326,Health Conscious,55,Male,Pune,Tier-1,Consultant,160072,3,1,COD,3.6,5.63,4.35,9.2,2.97,4.97,4.57,4.7,8.19
CUST006327,Students,42,Female,Ahmedabad,Tier-1,Designer,31785,2,0,COD,7.57,4.89,7.74,4.54,7.29,6.7,8.28,1.53,8.19
CUST006328,Young Professionals,21,Female,Ahmedabad,Tier-1,Teacher,78128,5,0,COD,5.55,7.62,8.29,8.59,5.01,5.57,1.26,2.94,2.31
CUST006329,Families,47,Female,Indore,Tier-2,Teacher,110007,4,0,UPI,3.07,9.77,3.55,5.63,5.66,9.47,8.95,4.67,7.73
CUST006330,Young Professionals,58,Other,Mumbai,Metro,Engineer,112131,1,1,Wallet,7.36,8.44,6.11,5.64,5.91,1.94,8.92,7.9,3.44
CUST006331,Young Professionals,18,Female,Hyderabad,Metro,Business,119768,1,0,UPI,9.33,7.2,9.65,6.96,3.6,9.35,1.96,2.03,3.04
CUST006332,Young Professionals,42,Female,Mumbai,Metro,Doctor,72126,3,1,UPI,2.0,7.06,7.74,7.78,2.32,7.11,5.27,4.71,2.78
CUST006333,Health Conscious,21,Other,Nagpur,Tier-2,Designer,174705,1,0,Wallet,8.25,7.97,2.49,8.08,4.17,4.49,6.26,1.83,9.56
CUST006334,Young Professionals,55,Female,Mumbai,Metro,Manager,91689,3,1,COD,9.13,1.27,8.55,7.23,2.28,5.52,3.36,5.92,8.86
CUST006335,Families,19,Other,Mumbai,Metro,Engineer,106394,2,1,UPI,3.03,3.99,3.0,6.11,5.13,6.04,1.96,4.33,3.82
CUST006336,Young Professionals,21,Other,Pune,Tier-1,Doctor,130912,3,1,COD,5.28,4.39,9.92,5.88,3.92,9.17,2.23,9.01,3.87
CUST006337,Young Professionals,43,Male,Lucknow,Tier-2,Student,109365,3,0,UPI,9.73,4.03,6.46,6.01,2.54,3.2,3.11,5.24,2.92
CUST006338,Students,36,Male,Jaipur,Tier-1,Business,35523,3,0,COD,3.02,7.47,8.02,3.77,9.39,5.29,3.15,1.92,1.08
CUST006339,Students,27,Other,Hyderabad,Metro,Engineer,38887,6,0,COD,9.96,8.56,7.24,6.59,8.27,2.45,6.94,1.81,6.65
CUST006340,Young Professionals,47,Female,Indore,Tier-2,Consultant,138747,4,1,Wallet,3.69,4.48,8.6,6.54,4.59,1.41,1.72,8.76,8.36
CUST006341,Families,18,Other,Indore,Tier-2,Engineer,88608,6,0,COD,8.82,2.81,4.12,6.44,6.94,6.87,2.88,5.93,5.07
CUST006342,Young Professionals,47,Male,Mumbai,Metro,Teacher,84333,3,1,UPI,2.58,4.58,7.87,7.11,3.78,9.19,2.54,1.45,6.4
CUST006343,Young Professionals,45,Female,Ahmedabad,Tier-1,Student,86810,4,1,COD,2.59,4.25,6.83,7.31,3.59,1.75,8.0,8.25,9.8
CUST006344,Health Conscious,37,Male,Indore,Tier-2,Business,65613,4,0,COD,8.03,6.73,3.57,9.0,4.24,9.01,6.37,6.66,4.0
CUST006345,Health Conscious,30,Other,Ahmedabad,Tier-1,Teacher,123964,2,1,Wallet,1.61,9.7,3.82,8.72,3.61,2.98,3.15,4.3,3.13
CUST006346,Young Professionals,46,Male,Nagpur,Tier-2,Consultant,76109,3,0,Wallet,9.28,7.54,9.61,6.8,5.21,6.3,3.61,2.42,9.83
CUST006347,Health Conscious,41,Other,Jaipur,Tier-1,Teacher,165047,2,0,Card,3.17,1.59,4.02,9.64,3.54,8.02,8.65,6.74,3.26
CUST006348,Families,45,Female,Pune,Tier-1,Teacher,96871,3,0,Wallet,1.23,5.37,2.5,5.33,6.05,6.17,7.8,1.18,4.42
CUST006349,Health Conscious,59,Male,Lucknow,Tier-2,Consultant,63543,2,1,Wallet,8.78,3.34,3.83,9.04,2.27,6.09,5.35,9.79,6.31
CUST006350,Young Professionals,33,Other,Indore,Tier-2,Student,116988,4,1,Wallet,7.99,2.6,6.16,6.65,2.67,1.7,6.03,7.12,1.84
CUST006351,Young Professionals,20,Male,Mumbai,Metro,Teacher,66672,6,1,UPI,4.27,1.78,8.84,8.39,4.42,2.54,7.21,6.09,7.09
CUST006352,Young Professionals,41,Female,Pune,Tier-1,Teacher,61031,6,0,COD,2.78,7.08,7.09,6.93,2.04,4.21,9.92,6.91,8.95
CUST006353,Families,22,Female,Jaipur,Tier-1,Business,80492,1,1,Wallet,4.3,5.84,3.38,5.27,7.85,2.18,2.26,9.28,9.24
CUST006354,Young Professionals,38,Female,Lucknow,Tier-2,Engineer,142322,4,0,Wallet,4.24,5.12,6.29,8.76,2.66,9.55,8.68,7.61,9.24
CUST006355,Young Professionals,51,Female,Mumbai,Metro,Business,74286,6,0,Card,2.51,5.58,9.73,8.69,2.22,2.01,9.36,3.22,3.14
CUST006356,Health Conscious,46,Female,Bengaluru,Metro,Designer,176234,4,1,UPI,9.58,2.89,2.42,8.41,3.88,5.05,2.1,2.04,6.21
CUST006357,Families,35,Other,Ahmedabad,Tier-1,Student,74085,5,1,Card,7.73,1.6,4.84,6.26,5.3,7.5,8.18,6.17,2.73
CUST006358,Families,56,Male,Mumbai,Metro,Designer,74148,4,1,Wallet,4.85,9.93,4.65,6.61,6.42,9.72,4.93,4.68,4.37
CUST006359,Young Professionals,53,Other,Pune,Tier-1,Manager,65407,2,1,UPI,6.67,1.6,8.32,7.54,4.85,2.48,7.21,6.25,5.77
CUST006360,Families,21,Other,Delhi,Metro,Consultant,83685,4,0,Wallet,8.25,6.8,3.84,7.96,5.34,3.16,2.99,6.16,5.85
CUST006361,Young Professionals,50,Female,Lucknow,Tier-2,Engineer,129438,5,1,UPI,1.21,9.5,9.42,6.16,5.09,7.22,8.76,6.21,6.22
CUST006362,Health Conscious,33,Male,Hyderabad,Metro,Designer,138098,5,1,COD,6.91,8.62,2.51,9.47,3.65,5.89,5.16,7.03,1.32
CUST006363,Young Professionals,28,Female,Indore,Tier-2,Student,145242,4,1,Wallet,7.39,2.86,9.15,5.9,2.97,1.2,6.14,9.5,6.56
CUST006364,Families,37,Female,Lucknow,Tier-2,Consultant,63614,3,1,COD,1.31,1.89,3.3,6.96,5.2,9.58,8.15,5.61,3.82
CUST006365,Young Professionals,21,Male,Hyderabad,Metro,Manager,118057,3,0,Wallet,4.21,1.44,9.93,5.72,2.33,9.91,1.03,8.98,5.47
CUST006366,Families,19,Other,Ahmedabad,Tier-1,Student,83028,5,1,UPI,8.11,6.38,2.19,6.64,5.12,7.7,2.24,7.96,9.41
CUST006367,Young Professionals,47,Female,Ahmedabad,Tier-1,Student,110142,3,1,COD,6.5,1.29,6.44,6.26,5.24,6.21,7.94,5.46,8.26
CUST006368,Families,49,Female,Indore,Tier-2,Doctor,112968,2,0,COD,7.19,3.86,4.8,6.72,7.79,5.61,3.51,4.12,4.31
CUST006369,Families,29,Female,Bengaluru,Metro,Student,71746,3,1,Card,8.91,7.92,2.46,5.45,5.17,3.87,1.59,6.7,7.29
CUST006370,Young Professionals,49,Male,Ahmedabad,Tier-1,Consultant,73041,4,0,Card,8.96,2.3,9.38,8.39,2.11,9.42,8.94,8.67,9.81
CUST006371,Families,32,Other,Indore,Tier-2,Business,44710,6,1,Card,6.79,9.11,2.05,7.63,5.61,8.29,3.58,3.57,2.33
CUST006372,Families,40,Other,Hyderabad,Metro,Consultant,88624,3,1,UPI,9.05,7.68,4.15,7.35,5.72,9.05,3.05,6.38,5.59
CUST006373,Families,55,Other,Jaipur,Tier-1,Doctor,41632,6,1,Wallet,3.83,9.27,3.53,7.64,7.94,7.76,7.25,8.73,9.32
CUST006374,Families,53,Female,Bengaluru,Metro,Consultant,81095,6,1,COD,1.97,6.64,3.9,5.23,6.65,1.71,7.98,5.56,5.49
CUST006375,Health Conscious,41,Female,Nagpur,Tier-2,Business,96807,6,1,UPI,9.09,2.21,2.87,8.49,2.49,8.84,6.98,9.92,7.21
CUST006376,Health Conscious,40,Female,Lucknow,Tier-2,Designer,147765,6,0,Wallet,6.36,2.97,2.88,8.35,4.52,4.0,1.26,3.43,2.0
CUST006377,Families,20,Other,Bengaluru,Metro,Consultant,46259,6,0,COD,2.59,1.33,3.17,7.71,5.73,6.94,5.87,8.71,1.52
CUST006378,Young Professionals,21,Male,Lucknow,Tier-2,Doctor,127370,1,1,UPI,3.52,2.25,6.07,6.38,4.67,1.88,5.16,7.07,9.4
CUST006379,Young Professionals,25,Other,Indore,Tier-2,Business,96440,3,1,COD,4.48,3.39,6.99,8.65,5.07,5.47,9.75,1.26,9.89
CUST006380,Health Conscious,37,Male,Bengaluru,Metro,Doctor,67530,2,0,Card,7.64,8.18,3.38,9.31,3.38,7.34,1.47,3.07,3.78
CUST006381,Students,57,Male,Indore,Tier-2,Engineer,35123,6,0,Wallet,4.93,9.91,8.87,3.7,9.5,7.45,9.15,8.54,8.08
CUST006382,Students,34,Female,Mumbai,Metro,Consultant,33353,6,0,COD,4.35,7.95,8.29,3.93,8.26,2.03,7.4,3.49,4.69
CUST006383,Families,31,Other,Delhi,Metro,Doctor,110079,1,0,COD,3.66,2.98,3.39,5.94,5.91,3.27,9.25,2.51,7.21
CUST006384,Students,42,Male,Lucknow,Tier-2,Manager,33375,1,0,COD,1.63,8.37,5.94,3.95,8.81,9.64,2.97,5.93,3.34
CUST006385,Students,35,Female,Lucknow,Tier-2,Doctor,31929,4,1,Card,7.94,8.03,7.02,4.16,8.03,7.35,6.28,4.7,6.56
CUST006386,Young Professionals,46,Other,Hyderabad,Metro,Doctor,117743,1,1,Card,1.93,2.46,8.46,8.11,4.43,8.19,1.07,4.43,4.34
CUST006387,Families,47,Female,Mumbai,Metro,Business,83254,2,1,COD,2.83,3.69,3.41,6.65,6.92,2.4,2.68,4.11,6.38
CUST006388,Health Conscious,43,Male,Delhi,Metro,Teacher,104148,4,1,Wallet,8.4,2.28,3.72,9.72,2.55,9.27,9.72,5.36,2.9
CUST006389,Students,18,Other,Nagpur,Tier-2,Student,21457,2,1,COD,4.52,5.43,8.75,3.46,7.3,3.67,8.5,3.51,4.93
CUST006390,Health Conscious,21,Other,Pune,Tier-1,Student,64940,3,1,UPI,4.65,5.71,3.13,9.66,3.32,8.06,4.95,1.48,5.93
CUST006391,Health Conscious,41,Male,Mumbai,Metro,Manager,129441,2,0,Wallet,6.87,6.7,2.79,9.92,2.17,6.61,1.11,4.59,9.48
CUST006392,Families,40,Male,Mumbai,Metro,Teacher,90257,2,0,UPI,4.47,7.53,4.97,5.1,6.61,6.08,9.49,5.36,3.15
CUST006393,Families,60,Female,Lucknow,Tier-2,Teacher,115089,4,0,UPI,8.13,3.36,3.65,7.9,6.72,1.89,8.86,6.23,4.63
CUST006394,Health Conscious,30,Other,Mumbai,Metro,Doctor,137768,2,0,Wallet,2.71,2.1,4.28,8.42,3.34,5.43,8.17,7.52,6.69
CUST006395,Health Conscious,28,Other,Delhi,Metro,Teacher,158918,5,1,COD,9.55,9.02,2.55,9.27,4.38,5.71,2.58,4.85,8.72
CUST006396,Health Conscious,59,Female,Lucknow,Tier-2,Teacher,147895,2,0,UPI,3.84,2.77,3.58,9.55,2.77,8.92,2.65,7.05,7.39
CUST006397,Health Conscious,36,Other,Lucknow,Tier-2,Doctor,77107,1,0,Wallet,4.04,6.12,2.94,8.43,2.84,2.32,2.73,7.38,6.4
CUST006398,Young Professionals,31,Female,Pune,Tier-1,Manager,55952,2,0,COD,4.53,1.69,7.72,7.03,5.89,6.66,8.66,3.52,6.37
CUST006399,Students,57,Other,Delhi,Metro,Manager,32222,5,0,Card,4.5,3.06,7.7,6.33,7.46,5.63,5.67,5.36,8.78
CUST006400,Families,48,Male,Mumbai,Metro,Designer,51628,2,1,UPI,7.26,8.49,4.19,7.83,7.62,1.82,7.74,7.24,3.18
CUST006401,Families,57,Female,Nagpur,Tier-2,Designer,83529,6,0,COD,3.04,7.68,4.11,5.84,7.13,6.12,6.22,8.31,5.31
CUST006402,Health Conscious,45,Male,Bengaluru,Metro,Business,148783,1,0,UPI,6.93,4.37,2.51,8.21,3.74,2.28,9.58,4.36,4.48
CUST006403,Young Professionals,53,Male,Mumbai,Metro,Business,99680,1,0,UPI,5.16,8.07,6.07,5.17,5.4,6.31,8.42,1.89,1.48
CUST006404,Families,34,Female,Pune,Tier-1,Engineer,103791,1,0,UPI,5.7,8.51,2.09,6.29,5.51,4.39,4.71,6.08,6.41
CUST006405,Young Professionals,52,Male,Hyderabad,Metro,Student,124723,1,0,COD,3.65,1.67,8.74,7.98,2.17,8.99,6.84,2.8,9.36
CUST006406,Students,56,Male,Pune,Tier-1,Designer,22519,2,1,COD,5.24,8.05,7.3,4.81,9.93,4.6,8.24,7.67,6.79
CUST006407,Health Conscious,19,Female,Bengaluru,Metro,Consultant,81757,1,1,Wallet,9.57,4.96,4.53,8.41,4.25,6.5,9.38,4.04,1.42
CUST006408,Students,60,Male,Lucknow,Tier-2,Consultant,20128,2,0,UPI,6.92,1.13,7.42,4.03,8.67,9.82,5.21,5.81,4.88
CUST006409,Students,41,Male,Indore,Tier-2,Manager,18733,6,0,UPI,3.49,6.51,6.93,3.81,7.16,3.04,7.97,5.68,7.71
CUST006410,Health Conscious,60,Other,Ahmedabad,Tier-1,Teacher,147438,1,0,Wallet,6.6,9.7,3.37,9.83,2.77,6.19,9.29,6.07,9.94
CUST006411,Young Professionals,52,Female,Nagpur,Tier-2,Engineer,57692,6,0,Wallet,8.94,1.97,6.06,6.91,2.92,1.36,2.06,3.78,4.43
CUST006412,Young Professionals,31,Female,Lucknow,Tier-2,Engineer,117130,5,1,COD,6.09,5.04,9.13,8.04,2.39,8.33,2.33,3.79,2.36
CUST006413,Health Conscious,52,Male,Bengaluru,Metro,Student,95825,3,0,COD,8.65,3.41,4.27,9.4,3.2,9.37,9.37,9.1,6.49
CUST006414,Young Professionals,49,Male,Nagpur,Tier-2,Doctor,113117,1,0,Wallet,2.27,1.84,9.37,8.85,4.39,4.11,7.83,5.97,2.11
CUST006415,Students,18,Male,Ahmedabad,Tier-1,Student,32106,1,1,UPI,8.77,9.5,6.55,4.77,8.14,3.47,8.21,7.91,3.14
CUST006416,Young Professionals,55,Female,Bengaluru,Metro,Consultant,97942,4,1,Card,1.89,1.95,8.36,5.59,4.73,4.91,1.12,8.61,5.82
CUST006417,Health Conscious,27,Other,Bengaluru,Metro,Teacher,166457,5,1,COD,1.36,3.37,2.37,9.63,3.16,6.45,7.64,3.66,7.92
CUST006418,Young Professionals,31,Male,Lucknow,Tier-2,Designer,114597,2,0,Wallet,2.23,9.88,7.22,8.74,2.59,6.56,7.7,1.15,7.74
CUST006419,Families,45,Female,Ahmedabad,Tier-1,Business,67010,6,0,Card,7.67,3.88,2.61,7.09,5.9,8.52,6.87,3.52,7.13
CUST006420,Young Professionals,46,Other,Delhi,Metro,Business,88392,2,0,Card,1.09,7.03,7.56,6.22,4.41,4.49,1.73,1.0,7.83
CUST006421,Health Conscious,49,Male,Pune,Tier-1,Student,166898,2,0,Wallet,6.35,7.7,3.02,9.83,2.78,6.12,5.11,2.6,8.06
CUST006422,Students,43,Female,Nagpur,Tier-2,Manager,19036,1,0,UPI,3.33,8.65,7.41,6.18,8.37,9.0,8.47,7.57,5.38
CUST006423,Families,35,Female,Delhi,Metro,Student,90701,3,1,UPI,4.51,3.53,2.05,5.47,7.36,1.9,7.59,8.05,9.83
CUST006424,Health Conscious,31,Female,Pune,Tier-1,Teacher,83008,6,1,COD,4.49,9.26,4.61,8.52,2.48,4.17,9.19,9.5,1.22
CUST006425,Health Conscious,37,Female,Hyderabad,Metro,Engineer,64934,4,1,Card,5.67,6.24,2.92,8.43,3.09,2.23,3.97,6.8,7.0
CUST006426,Young Professionals,56,Male,Hyderabad,Metro,Designer,99367,6,0,Wallet,4.1,6.96,9.35,6.72,3.42,8.59,4.71,9.84,5.58
CUST006427,Students,26,Other,Hyderabad,Metro,Consultant,35622,3,0,Card,6.31,8.52,5.01,5.41,7.79,4.68,8.95,6.2,5.16
CUST006428,Students,57,Female,Bengaluru,Metro,Doctor,26218,2,1,UPI,8.78,2.31,7.21,3.77,7.97,4.29,7.93,6.12,5.48
CUST006429,Students,25,Male,Indore,Tier-2,Student,31972,4,0,Card,9.34,7.57,8.72,3.69,7.26,9.57,5.28,8.36,7.86
CUST006430,Students,33,Other,Hyderabad,Metro,Engineer,23585,3,1,COD,7.77,3.47,7.95,3.34,7.68,8.38,4.4,1.47,9.51
CUST006431,Health Conscious,48,Other,Mumbai,Metro,Engineer,123772,2,0,Card,1.72,9.1,3.42,8.43,4.98,3.99,4.88,3.02,3.0
CUST006432,Health Conscious,39,Other,Delhi,Metro,Manager,145651,6,1,Wallet,5.08,9.0,2.61,9.95,4.86,1.72,2.99,8.64,9.65
CUST006433,Health Conscious,27,Male,Jaipur,Tier-1,Student,117955,1,1,Card,2.27,2.56,4.17,8.25,4.21,9.99,1.09,6.57,6.74
CUST006434,Students,34,Male,Pune,Tier-1,Manager,30144,4,1,COD,3.11,4.37,6.1,6.39,9.68,6.31,8.41,6.24,3.25
CUST006435,Young Professionals,47,Male,Indore,Tier-2,Consultant,78111,4,1,Wallet,1.18,8.91,7.19,6.06,2.16,1.2,3.48,2.5,2.28
CUST006436,Families,33,Female,Indore,Tier-2,Business,88751,3,1,Card,3.98,8.68,2.48,6.84,6.13,3.12,4.95,4.78,3.66
CUST006437,Students,24,Other,Hyderabad,Metro,Consultant,24014,3,0,Wallet,2.06,7.84,7.72,3.42,9.24,3.68,2.84,6.35,6.88
CUST006438,Families,31,Other,Hyderabad,Metro,Doctor,77337,6,1,Card,7.83,2.36,2.57,5.28,6.33,5.2,3.44,9.99,6.15
CUST006439,Young Professionals,54,Other,Ahmedabad,Tier-1,Designer,133562,5,0,Card,8.13,6.79,6.27,7.93,5.17,5.24,4.39,3.25,3.75
CUST006440,Students,25,Other,Hyderabad,Metro,Engineer,28294,1,0,Wallet,6.52,5.32,5.83,6.71,7.08,4.54,1.66,6.49,1.42
CUST006441,Families,39,Female,Ahmedabad,Tier-1,Teacher,57640,5,1,Wallet,5.3,7.79,4.59,6.54,5.8,2.35,1.68,1.62,5.11
CUST006442,Families,40,Male,Indore,Tier-2,Designer,116516,4,1,COD,9.68,5.38,3.15,5.47,7.65,4.34,1.5,1.53,8.32
